Workspace.Military.Rocket Factory.Bruno.HumanoidRootPart.Shoot	SoundId=rbxassetid://2047319236
Workspace.Bases.Base.Sleeping Bag.Sleeping Bag.Main.Place	SoundId=rbxassetid://9119069007
Workspace.Bases.Base.Campfire.Campfire.Main.Place	SoundId=rbxassetid://9118646432
Workspace.Bases.Base.Campfire.Campfire.Main.ParticleHolder.On	SoundId=rbxassetid://9112780462
Workspace.Bases.Base.Base Cabinet.Base Cabinet.Main.Beep	SoundId=rbxassetid://9117060368
Workspace.Bases.Base.Base Cabinet.Base Cabinet.Main.Place	SoundId=rbxassetid://9114129572
Workspace.Bases.Base.Base Cabinet.Base Cabinet.Main.Denied	SoundId=rbxassetid://9113880610
Workspace.Bases.Base.Sleeping Bag.Sleeping Bag.Main.Place	SoundId=rbxassetid://9119069007
Workspace.Bases.Base.Furnace.Furnace.Main.ParticleHolder.On	SoundId=rbxassetid://9112780462
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Beep	SoundId=rbxassetid://9117060368
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Place	SoundId=rbxassetid://9114129572
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Denied	SoundId=rbxassetid://9113880610
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Beep	SoundId=rbxassetid://9117060368
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Denied	SoundId=rbxassetid://9113880610
Workspace.VFX.NodeSpark.ParticleHolder.Spark	SoundId=rbxassetid://9119165650
ReplicatedStorage.LoadedPlayerSounds.Crunch	SoundId=rbxassetid://9125467397
ReplicatedStorage.LoadedPlayerSounds.DigWithHand	SoundId=rbxassetid://9120633824
ReplicatedStorage.LoadedPlayerSounds.DigWithShovel	SoundId=rbxassetid://9114084060
ReplicatedStorage.LoadedPlayerSounds.Drown	SoundId=rbxassetid://9120310564
ReplicatedStorage.LoadedPlayerSounds.Eat	SoundId=rbxassetid://7029475752
ReplicatedStorage.LoadedPlayerSounds.Equip	SoundId=rbxassetid://9117187958
ReplicatedStorage.LoadedPlayerSounds.GunEmpty	SoundId=rbxassetid://9119713951
ReplicatedStorage.LoadedPlayerSounds.Gulp	SoundId=rbxassetid://9114688047
ReplicatedStorage.LoadedPlayerSounds.WalkWater	SoundId=rbxassetid://9120588098
ReplicatedStorage.LoadedPlayerSounds.Footsteps.Wood	SoundId=rbxassetid://9083826864
ReplicatedStorage.LoadedPlayerSounds.Footsteps.Sand	SoundId=rbxassetid://173656827
ReplicatedStorage.LoadedPlayerSounds.Footsteps.Rock	SoundId=rbxassetid://6743861466
ReplicatedStorage.LoadedPlayerSounds.Footsteps.Mud	SoundId=rbxassetid://6361856730
ReplicatedStorage.LoadedPlayerSounds.Footsteps.Metal	SoundId=rbxassetid://6746451498
ReplicatedStorage.LoadedPlayerSounds.Footsteps.Grass	SoundId=rbxassetid://9083837523
ReplicatedStorage.LocalSounds.WoodLogDrop	SoundId=rbxassetid://9120842413
ReplicatedStorage.LocalSounds.WoodLogPickup	SoundId=rbxassetid://9120869144
ReplicatedStorage.LocalSounds.GunPickup	SoundId=rbxassetid://9117147865
ReplicatedStorage.LocalSounds.GunDrop	SoundId=rbxassetid://9117149009
ReplicatedStorage.LocalSounds.ClothDrop	SoundId=rbxassetid://9117187958
ReplicatedStorage.LocalSounds.ClothPickup	SoundId=rbxassetid://9117187844
ReplicatedStorage.LocalSounds.RockPickup	SoundId=rbxassetid://9119042744
ReplicatedStorage.LocalSounds.RockDrop	SoundId=rbxassetid://9119048893
ReplicatedStorage.LocalSounds.MetalPickup	SoundId=rbxassetid://9116460377
ReplicatedStorage.LocalSounds.MetalDrop	SoundId=rbxassetid://9116460165
ReplicatedStorage.LocalSounds.GrassDrop	SoundId=rbxassetid://9113593076
ReplicatedStorage.LocalSounds.GrassPickup	SoundId=rbxassetid://9113592947
ReplicatedStorage.LocalSounds.HQMPickup	SoundId=rbxassetid://9114564088
ReplicatedStorage.LocalSounds.HQMDrop	SoundId=rbxassetid://9114563504
ReplicatedStorage.LocalSounds.WoodPickup	SoundId=rbxassetid://9120952501
ReplicatedStorage.LocalSounds.MeatPickup	SoundId=rbxassetid://7837443735
ReplicatedStorage.LocalSounds.MeatDrop	SoundId=rbxassetid://7837444681
ReplicatedStorage.LocalSounds.WoodDrop	SoundId=rbxassetid://9120949668
ReplicatedStorage.LocalSounds.ClothingPickup	SoundId=rbxassetid://9117208476
ReplicatedStorage.LocalSounds.ClothingDrop	SoundId=rbxassetid://9117214548
ReplicatedStorage.LocalSounds.LiquidDrop	SoundId=rbxassetid://9116317933
ReplicatedStorage.LocalSounds.LiquidPickup	SoundId=rbxassetid://9116317931
ReplicatedStorage.LocalSounds.MetalToolPickup	SoundId=rbxassetid://9119451743
ReplicatedStorage.LocalSounds.MetalToolDrop	SoundId=rbxassetid://9119451086
ReplicatedStorage.LocalSounds.CannedDrop	SoundId=rbxassetid://9113999038
ReplicatedStorage.LocalSounds.CannedPickup	SoundId=rbxassetid://9113999038
ReplicatedStorage.LocalSounds.HitHead	SoundId=rbxassetid://988593556
ReplicatedStorage.LocalSounds.AttachmentEquip	SoundId=rbxassetid://9116461079
ReplicatedStorage.LocalSounds.BackpackInsert	SoundId=rbxassetid://3834500350
ReplicatedStorage.LocalSounds.BagPickup	SoundId=rbxassetid://9113242237
ReplicatedStorage.LocalSounds.BagDrop	SoundId=rbxassetid://9113241598
ReplicatedStorage.LocalSounds.BenchSounds.FurnaceOpen	SoundId=rbxassetid://1334583496
ReplicatedStorage.LocalSounds.BenchSounds.BagOpen	SoundId=rbxassetid://9113241463
ReplicatedStorage.LocalSounds.BenchSounds.CabinetOpen	SoundId=rbxassetid://9116439234
ReplicatedStorage.LocalSounds.BenchSounds.BoxOpen	SoundId=rbxassetid://9119242231
ReplicatedStorage.LocalSounds.BenchSounds.PotOpen	SoundId=rbxassetid://9118247616
ReplicatedStorage.LocalSounds.BenchSounds.ShopOpen	SoundId=rbxassetid://9118367254
ReplicatedStorage.LocalSounds.BenchSounds.CabinetOpenServer	SoundId=rbxassetid://5020637878
ReplicatedStorage.PlayerSounds.Salvaged P250.MagIn	SoundId=rbxassetid://14173050363
ReplicatedStorage.PlayerSounds.Salvaged P250.MagOut	SoundId=rbxassetid://14173050919
ReplicatedStorage.PlayerSounds.Salvaged P250.MagInTwo	SoundId=rbxassetid://14173050363
ReplicatedStorage.PlayerSounds.Salvaged P250.Shoot	SoundId=rbxassetid://801217802
ReplicatedStorage.PlayerSounds.Salvaged Shovel.Swing	SoundId=rbxassetid://9113305311
ReplicatedStorage.PlayerSounds.Steel Axe.Swing	SoundId=rbxassetid://9113305311
ReplicatedStorage.PlayerSounds.Salvaged Skorpion.Shoot	SoundId=rbxassetid://6051151300
ReplicatedStorage.PlayerSounds.Salvaged Skorpion.Bolt	SoundId=rbxassetid://6051150826
ReplicatedStorage.PlayerSounds.Salvaged Skorpion.MagOut	SoundId=rbxassetid://6051152318
ReplicatedStorage.PlayerSounds.Salvaged Skorpion.MagIn	SoundId=rbxassetid://6051152056
ReplicatedStorage.PlayerSounds.Iron Shard Pickaxe.Swing	SoundId=rbxassetid://9113305311
ReplicatedStorage.PlayerSounds.Wooden Bow.Draw	SoundId=rbxassetid://9125407493
ReplicatedStorage.PlayerSounds.Wooden Bow.Shoot	SoundId=rbxassetid://609348009
ReplicatedStorage.PlayerSounds.Boulder.Swing	SoundId=rbxassetid://9113305311
ReplicatedStorage.PlayerSounds.Steel Pickaxe.Swing	SoundId=rbxassetid://9113305311
ReplicatedStorage.PlayerSounds.Salvaged M14.Shoot	SoundId=rbxassetid://801128774
ReplicatedStorage.PlayerSounds.Salvaged M14.MagOut	SoundId=rbxassetid://14277621626
ReplicatedStorage.PlayerSounds.Salvaged M14.MagIn	SoundId=rbxassetid://14277621789
ReplicatedStorage.PlayerSounds.Salvaged M14.BoltForward	SoundId=rbxassetid://14277622007
ReplicatedStorage.PlayerSounds.Salvaged M14.BoltBack	SoundId=rbxassetid://14277622160
ReplicatedStorage.PlayerSounds.Salvaged Python.Shoot	SoundId=rbxassetid://801141547
ReplicatedStorage.PlayerSounds.Salvaged Python.Insert	SoundId=rbxassetid://14173024043
ReplicatedStorage.PlayerSounds.Salvaged Python.Open	SoundId=rbxassetid://14173024139
ReplicatedStorage.PlayerSounds.Salvaged Python.Eject	SoundId=rbxassetid://14173023945
ReplicatedStorage.PlayerSounds.Salvaged Python.Close	SoundId=rbxassetid://14173023797
ReplicatedStorage.PlayerSounds.Salvaged AK74u.Shoot	SoundId=rbxassetid://9116348638
ReplicatedStorage.PlayerSounds.Salvaged AK74u.BoltBack	SoundId=rbxassetid://14850604976
ReplicatedStorage.PlayerSounds.Salvaged AK74u.MagOut	SoundId=rbxassetid://14850605066
ReplicatedStorage.PlayerSounds.Salvaged AK74u.BoltForward	SoundId=rbxassetid://14850605132
ReplicatedStorage.PlayerSounds.Salvaged AK74u.MagIn	SoundId=rbxassetid://14850605238
ReplicatedStorage.PlayerSounds.Salvaged AK74u.BoltBackMP5	SoundId=rbxassetid://83323229119675
ReplicatedStorage.PlayerSounds.Salvaged AK74u.MagInMP5	SoundId=rbxassetid://138919936613216
ReplicatedStorage.PlayerSounds.Salvaged AK74u.MagOutMP5	SoundId=rbxassetid://92062852955327
ReplicatedStorage.PlayerSounds.Salvaged AK74u.BoltSlapMP5	SoundId=rbxassetid://84958116001656
ReplicatedStorage.PlayerSounds.Steel Shovel.Swing	SoundId=rbxassetid://9113305311
ReplicatedStorage.PlayerSounds.Stone Spear.Swing	SoundId=rbxassetid://9119699577
ReplicatedStorage.PlayerSounds.Nail Gun.MagIn	SoundId=rbxassetid://14849630450
ReplicatedStorage.PlayerSounds.Nail Gun.MagOut	SoundId=rbxassetid://14849627016
ReplicatedStorage.PlayerSounds.Nail Gun.Air	SoundId=rbxassetid://9113059513
ReplicatedStorage.PlayerSounds.Nail Gun.Shoot	SoundId=rbxassetid://14203923403
ReplicatedStorage.PlayerSounds.Salvaged SMG.BoltForward	SoundId=rbxassetid://14204215544
ReplicatedStorage.PlayerSounds.Salvaged SMG.BoltBack	SoundId=rbxassetid://14204215815
ReplicatedStorage.PlayerSounds.Salvaged SMG.Shoot	SoundId=rbxassetid://14204216016
ReplicatedStorage.PlayerSounds.Salvaged SMG.MagOut	SoundId=rbxassetid://14204216092
ReplicatedStorage.PlayerSounds.Salvaged SMG.MagIn	SoundId=rbxassetid://14204216181
ReplicatedStorage.PlayerSounds.Dynamite Bundle.Light	SoundId=rbxassetid://14308352064
ReplicatedStorage.PlayerSounds.Military Grenade.Light	SoundId=rbxassetid://9114659833
ReplicatedStorage.PlayerSounds.Salvaged RPG.Equip	SoundId=rbxassetid://9117187958
ReplicatedStorage.PlayerSounds.Salvaged RPG.Insert	SoundId=rbxassetid://9118594597
ReplicatedStorage.PlayerSounds.Salvaged RPG.Shoot	SoundId=rbxassetid://1841309721
ReplicatedStorage.PlayerSounds.Salvaged Break Action.CloseBarrel	SoundId=rbxassetid://14850521591
ReplicatedStorage.PlayerSounds.Salvaged Break Action.ShellRemove	SoundId=rbxassetid://14850521450
ReplicatedStorage.PlayerSounds.Salvaged Break Action.OpenBarrel	SoundId=rbxassetid://14850521389
ReplicatedStorage.PlayerSounds.Salvaged Break Action.Shoot	SoundId=rbxassetid://14850521542
ReplicatedStorage.PlayerSounds.Salvaged Break Action.ShellInsert	SoundId=rbxassetid://6047348462
ReplicatedStorage.PlayerSounds.Salvaged Pipe Rifle.Shoot	SoundId=rbxassetid://6047349376
ReplicatedStorage.PlayerSounds.Salvaged Pipe Rifle.BoltForward	SoundId=rbxassetid://14849437137
ReplicatedStorage.PlayerSounds.Salvaged Pipe Rifle.BoltBack	SoundId=rbxassetid://14849437006
ReplicatedStorage.PlayerSounds.Salvaged Pipe Rifle.BulletLoad	SoundId=rbxassetid://6047348462
ReplicatedStorage.PlayerSounds.Crossbow.Shoot	SoundId=rbxassetid://14850174488
ReplicatedStorage.PlayerSounds.Crossbow.PlaceArrow	SoundId=rbxassetid://14850174426
ReplicatedStorage.PlayerSounds.Crossbow.Pull	SoundId=rbxassetid://14850174370
ReplicatedStorage.PlayerSounds.Stone Hatchet.Swing	SoundId=rbxassetid://9113305311
ReplicatedStorage.PlayerSounds.Stone Pickaxe.Swing	SoundId=rbxassetid://9113305311
ReplicatedStorage.PlayerSounds.Wooden Spear.Swing	SoundId=rbxassetid://9119699577
ReplicatedStorage.PlayerSounds.Iron Shard Hatchet.Swing	SoundId=rbxassetid://9113305311
ReplicatedStorage.PlayerSounds.ez shovel.Swing	SoundId=rbxassetid://9113305311
ReplicatedStorage.PlayerSounds.Military AA12.Insert Shell	SoundId=rbxassetid://6403895399
ReplicatedStorage.PlayerSounds.Military AA12.Shoot	SoundId=rbxassetid://14850521542
ReplicatedStorage.PlayerSounds.Bandage.BandageSound	SoundId=rbxassetid://9113822448
ReplicatedStorage.PlayerSounds.Salvaged Pump Action.Shoot	SoundId=rbxassetid://6403893974
ReplicatedStorage.PlayerSounds.Salvaged Pump Action.Pump	SoundId=rbxassetid://3299747822
ReplicatedStorage.PlayerSounds.Salvaged Pump Action.InsertShell	SoundId=rbxassetid://6403895399
ReplicatedStorage.PlayerSounds.Military M4A1.Shoot	SoundId=rbxassetid://8169240213
ReplicatedStorage.PlayerSounds.Military M4A1.BoltBack	SoundId=rbxassetid://14172964686
ReplicatedStorage.PlayerSounds.Military M4A1.BoltForward	SoundId=rbxassetid://14172964500
ReplicatedStorage.PlayerSounds.Military M4A1.MagOut	SoundId=rbxassetid://14172964133
ReplicatedStorage.PlayerSounds.Military M4A1.MagIn	SoundId=rbxassetid://14172975470
ReplicatedStorage.PlayerSounds.Salvaged AK47.Shoot	SoundId=rbxassetid://9113189096
ReplicatedStorage.PlayerSounds.Salvaged AK47.BoltBack	SoundId=rbxassetid://14172964686
ReplicatedStorage.PlayerSounds.Salvaged AK47.BoltForward	SoundId=rbxassetid://14172964500
ReplicatedStorage.PlayerSounds.Salvaged AK47.MagOut	SoundId=rbxassetid://14172964133
ReplicatedStorage.PlayerSounds.Salvaged AK47.MagIn	SoundId=rbxassetid://14172975470
ReplicatedStorage.PlayerSounds.Salvaged AK47.Engine	SoundId=rbxassetid://1235894410
ReplicatedStorage.PlayerSounds.Salvaged AK47.Shoot_CyberPop	SoundId=rbxassetid://130695820410876
ReplicatedStorage.PlayerSounds.Salvaged AK47.MagIn_CyberPop	SoundId=rbxassetid://107560864568442
ReplicatedStorage.PlayerSounds.Salvaged AK47.MagOut_CyberPop	SoundId=rbxassetid://77415207410201
ReplicatedStorage.PlayerSounds.Salvaged AK47.BoltForward_CyberPop	SoundId=rbxassetid://84950679004302
ReplicatedStorage.PlayerSounds.Salvaged AK47.BoltBack_CyberPop	SoundId=rbxassetid://121914573339018
ReplicatedStorage.PlayerSounds.Military Barrett.MagOut	SoundId=rbxassetid://6055578929
ReplicatedStorage.PlayerSounds.Military Barrett.MagIn	SoundId=rbxassetid://6055578757
ReplicatedStorage.PlayerSounds.Military Barrett.BoltBack	SoundId=rbxassetid://14849437006
ReplicatedStorage.PlayerSounds.Military Barrett.BoltForward	SoundId=rbxassetid://14849437137
ReplicatedStorage.PlayerSounds.Military Barrett.Shoot	SoundId=rbxassetid://6398545776
ReplicatedStorage.PlayerSounds.Dynamite Stick.Light	SoundId=rbxassetid://14308352064
ReplicatedStorage.PlayerSounds.Saw Bat.Swing	SoundId=rbxassetid://9113305311
ReplicatedStorage.PlayerSounds.Machete.Swing	SoundId=rbxassetid://9113305311
ReplicatedStorage.PlayerSounds.Military PKM.Shoot	SoundId=rbxassetid://16490211549
ReplicatedStorage.PlayerSounds.Military PKM.BoltBack	SoundId=rbxassetid://16490244276
ReplicatedStorage.PlayerSounds.Military PKM.BoltForward	SoundId=rbxassetid://14172964500
ReplicatedStorage.PlayerSounds.Military PKM.MagIn	SoundId=rbxassetid://16490212836
ReplicatedStorage.PlayerSounds.Military PKM.MagOut	SoundId=rbxassetid://16490212326
ReplicatedStorage.PlayerSounds.Military PKM.LidOpen	SoundId=rbxassetid://16490213220
ReplicatedStorage.PlayerSounds.Military PKM.LidClose	SoundId=rbxassetid://16490211883
ReplicatedStorage.PlayerSounds.Military PKM.Bullets	SoundId=rbxassetid://16490213496
ReplicatedStorage.PlayerSounds.Bruno's M4A1.Shoot	SoundId=rbxassetid://2047319236
ReplicatedStorage.PlayerSounds.Bruno's M4A1.BoltBack	SoundId=rbxassetid://14172964686
ReplicatedStorage.PlayerSounds.Bruno's M4A1.BoltForward	SoundId=rbxassetid://14172964500
ReplicatedStorage.PlayerSounds.Bruno's M4A1.MagOut	SoundId=rbxassetid://14172964133
ReplicatedStorage.PlayerSounds.Bruno's M4A1.MagIn	SoundId=rbxassetid://14172975470
ReplicatedStorage.PlayerSounds.Mining Drill.Swing	SoundId=rbxassetid://9118321352
ReplicatedStorage.PlayerSounds.Chainsaw.Swing	SoundId=rbxassetid://9117667330
ReplicatedStorage.PlayerSounds.Military MP7.MagOut	SoundId=rbxassetid://17769055802
ReplicatedStorage.PlayerSounds.Military MP7.Bolt	SoundId=rbxassetid://14850605132
ReplicatedStorage.PlayerSounds.Military MP7.Shoot	SoundId=rbxassetid://17769040105
ReplicatedStorage.PlayerSounds.Military MP7.MagIn	SoundId=rbxassetid://17769065469
ReplicatedStorage.PlayerSounds.Military USP.MagIn	SoundId=rbxassetid://79646590981815
ReplicatedStorage.PlayerSounds.Military USP.MagOut	SoundId=rbxassetid://128844167435094
ReplicatedStorage.PlayerSounds.Military USP.MagInTwo	SoundId=rbxassetid://14173050363
ReplicatedStorage.PlayerSounds.Military USP.Shoot	SoundId=rbxassetid://136366473078759
ReplicatedStorage.PlayerSounds.Military Grenade Launcher.Shoot	SoundId=rbxassetid://7129285090
ReplicatedStorage.PlayerSounds.Military Grenade Launcher.Open	SoundId=rbxassetid://7129284938
ReplicatedStorage.PlayerSounds.Military Grenade Launcher.Close	SoundId=rbxassetid://7129285028
ReplicatedStorage.PlayerSounds.Military Grenade Launcher.Load	SoundId=rbxassetid://7129284986
ReplicatedStorage.PlayerSounds.Halloween Scythe.Swing	SoundId=rbxassetid://9113305311
ReplicatedStorage.PlayerSounds.Salvaged Shotgun.Reload1	SoundId=rbxassetid://9113104509
ReplicatedStorage.PlayerSounds.Salvaged Shotgun.Reload2	SoundId=rbxassetid://9125657140
ReplicatedStorage.PlayerSounds.Salvaged Shotgun.Shoot	SoundId=rbxassetid://97415339468279
ReplicatedStorage.PlayerSounds.Salvaged Shotgun.Fuse	SoundId=rbxassetid://14304989903
ReplicatedStorage.PlayerSounds.Salvaged Sniper.MagOut	SoundId=rbxassetid://6055578929
ReplicatedStorage.PlayerSounds.Salvaged Sniper.MagIn	SoundId=rbxassetid://6055578757
ReplicatedStorage.PlayerSounds.Salvaged Sniper.BoltForward	SoundId=rbxassetid://18363832923
ReplicatedStorage.PlayerSounds.Salvaged Sniper.BoltBack	SoundId=rbxassetid://6111897024
ReplicatedStorage.PlayerSounds.Salvaged Sniper.Shoot	SoundId=rbxassetid://988202329
ReplicatedStorage.PlayerSounds.Pumpkin Launcher.Shoot	SoundId=rbxassetid://99964567054182
ReplicatedStorage.PlayerSounds.Salvaged Grenade Launcher.Shoot	SoundId=rbxassetid://7129285090
ReplicatedStorage.PlayerSounds.Salvaged Grenade Launcher.Insert	SoundId=rbxassetid://7129284986
ReplicatedStorage.PlayerSounds.Salvaged Grenade Launcher.Close	SoundId=rbxassetid://14850521591
ReplicatedStorage.PlayerSounds.Salvaged Grenade Launcher.Open	SoundId=rbxassetid://14850521389
ReplicatedStorage.PlayerSounds.Small Medkit.Click	SoundId=rbxassetid://2798648289
ReplicatedStorage.PlayerSounds.Small Medkit.Heal	SoundId=rbxassetid://2798649012
ReplicatedStorage.PlayerSounds.Lighter.Flick	SoundId=rbxassetid://1773984066
ReplicatedStorage.PlayerSounds.Salvaged Double Barrel.Shoot	SoundId=rbxassetid://6060055645
ReplicatedStorage.PlayerSounds.Salvaged Double Barrel.ShellRemove	SoundId=rbxassetid://6060056783
ReplicatedStorage.PlayerSounds.Salvaged Double Barrel.ShellInsert	SoundId=rbxassetid://6060056234
ReplicatedStorage.PlayerSounds.Salvaged Double Barrel.OpenBarrel	SoundId=rbxassetid://6060054389
ReplicatedStorage.PlayerSounds.Salvaged Double Barrel.CloseBarrel	SoundId=rbxassetid://6060055075
ReplicatedStorage.PlayerSounds.Military M39.Shoot	SoundId=rbxassetid://114627961898213
ReplicatedStorage.PlayerSounds.Military M39.MagOut	SoundId=rbxassetid://86494990504887
ReplicatedStorage.PlayerSounds.Military M39.MagIn	SoundId=rbxassetid://91287640280697
ReplicatedStorage.PlayerSounds.Military M39.BoltForward	SoundId=rbxassetid://80178920197395
ReplicatedStorage.PlayerSounds.Military M39.BoltBack	SoundId=rbxassetid://109592993718587
ReplicatedStorage.VFX.BTRExplodeBackup	SoundId=rbxassetid://9116546593
ReplicatedStorage.VFX.BTRShootBackup	SoundId=rbxassetid://9116546593
ReplicatedStorage.VFX.MilitaryShootBackup	SoundId=rbxassetid://9116546593
ReplicatedStorage.VFX.BenchGibs.Wall.TwigBreak	SoundId=rbxassetid://9120858323
ReplicatedStorage.VFX.BenchGibs.Low Wall.TwigBreak	SoundId=rbxassetid://9120858323
ReplicatedStorage.VFX.BenchGibs.Half Wall.TwigBreak	SoundId=rbxassetid://9120858323
ReplicatedStorage.VFX.BenchGibs.Window.TwigBreak	SoundId=rbxassetid://9120858323
ReplicatedStorage.VFX.BenchGibs.Wall Frame.TwigBreak	SoundId=rbxassetid://9120858323
ReplicatedStorage.VFX.BenchGibs.Foundation.TwigBreak	SoundId=rbxassetid://9120858323
ReplicatedStorage.VFX.BenchGibs.Floor.TwigBreak	SoundId=rbxassetid://9120858323
ReplicatedStorage.VFX.BenchGibs.Triangle Foundation.TwigBreak	SoundId=rbxassetid://9120858323
ReplicatedStorage.VFX.BenchGibs.Triangle Floor.TwigBreak	SoundId=rbxassetid://9120858323
ReplicatedStorage.VFX.BenchGibs.WoodFloor Frame.WoodBreak	SoundId=rbxassetid://9125870969
ReplicatedStorage.VFX.BenchGibs.WoodTriangle Floor Frame.WoodBreak	SoundId=rbxassetid://9125870969
ReplicatedStorage.VFX.BenchGibs.U-Shaped Stairs.TwigBreak	SoundId=rbxassetid://9120858323
ReplicatedStorage.VFX.BenchGibs.L-Shaped Stairs.TwigBreak	SoundId=rbxassetid://9120858323
ReplicatedStorage.VFX.BenchGibs.Foundation Steps.TwigBreak	SoundId=rbxassetid://9120858323
ReplicatedStorage.VFX.BenchGibs.WoodLow Wall.WoodBreak	SoundId=rbxassetid://9125870969
ReplicatedStorage.VFX.BenchGibs.WoodHalf Wall.WoodBreak	SoundId=rbxassetid://9125870969
ReplicatedStorage.VFX.BenchGibs.WoodWindow.WoodBreak	SoundId=rbxassetid://9125870969
ReplicatedStorage.VFX.BenchGibs.WoodDoorway.WoodBreak	SoundId=rbxassetid://9125870969
ReplicatedStorage.VFX.BenchGibs.WoodWall.WoodBreak	SoundId=rbxassetid://9125870969
ReplicatedStorage.VFX.BenchGibs.WoodTriangle Floor.WoodBreak	SoundId=rbxassetid://9125870969
ReplicatedStorage.VFX.BenchGibs.WoodFloor.WoodBreak	SoundId=rbxassetid://9125870969
ReplicatedStorage.VFX.BenchGibs.WoodTriangle Foundation.WoodBreak	SoundId=rbxassetid://9125870969
ReplicatedStorage.VFX.BenchGibs.WoodFoundation.WoodBreak	SoundId=rbxassetid://9125870969
ReplicatedStorage.VFX.BenchGibs.Floor Frame.TwigBreak	SoundId=rbxassetid://9120858323
ReplicatedStorage.VFX.BenchGibs.Triangle Floor Frame.TwigBreak	SoundId=rbxassetid://9120858323
ReplicatedStorage.VFX.BenchGibs.WoodU-Shaped Stairs.WoodBreak	SoundId=rbxassetid://9125870969
ReplicatedStorage.VFX.BenchGibs.WoodL-Shaped Stairs.WoodBreak	SoundId=rbxassetid://9125870969
ReplicatedStorage.VFX.BenchGibs.WoodWall Frame.WoodBreak	SoundId=rbxassetid://9125870969
ReplicatedStorage.VFX.BenchGibs.WoodFoundation Steps.WoodBreak	SoundId=rbxassetid://9125870969
ReplicatedStorage.VFX.BenchGibs.SteelFoundation Steps.SteelBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.Trap Door.SteelBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.Doorway.TwigBreak	SoundId=rbxassetid://9120858323
ReplicatedStorage.VFX.BenchGibs.StoneWall.StoneBreak	SoundId=rbxassetid://9119049668
ReplicatedStorage.VFX.BenchGibs.StoneDoorway.StoneBreak	SoundId=rbxassetid://9119049668
ReplicatedStorage.VFX.BenchGibs.StoneHalf Wall.StoneBreak	SoundId=rbxassetid://9119049668
ReplicatedStorage.VFX.BenchGibs.StoneWall Frame.StoneBreak	SoundId=rbxassetid://9119049668
ReplicatedStorage.VFX.BenchGibs.StoneLow Wall.StoneBreak	SoundId=rbxassetid://9119049668
ReplicatedStorage.VFX.BenchGibs.StoneFloor Frame.StoneBreak	SoundId=rbxassetid://9119049668
ReplicatedStorage.VFX.BenchGibs.StoneTriangle Floor Frame.StoneBreak	SoundId=rbxassetid://9119049668
ReplicatedStorage.VFX.BenchGibs.StoneFoundation.StoneBreak	SoundId=rbxassetid://9119049668
ReplicatedStorage.VFX.BenchGibs.StoneTriangle Foundation.StoneBreak	SoundId=rbxassetid://9119049668
ReplicatedStorage.VFX.BenchGibs.StoneU-Shaped Stairs.StoneBreak	SoundId=rbxassetid://9119049668
ReplicatedStorage.VFX.BenchGibs.StoneFoundation Steps.StoneBreak	SoundId=rbxassetid://9119049668
ReplicatedStorage.VFX.BenchGibs.StoneL-Shaped Stairs.StoneBreak	SoundId=rbxassetid://9119049668
ReplicatedStorage.VFX.BenchGibs.StoneWindow.StoneBreak	SoundId=rbxassetid://9119049668
ReplicatedStorage.VFX.BenchGibs.StoneFloor.StoneBreak	SoundId=rbxassetid://9119049668
ReplicatedStorage.VFX.BenchGibs.StoneTriangle Floor.StoneBreak	SoundId=rbxassetid://9119049668
ReplicatedStorage.VFX.BenchGibs.MetalWall Frame.MetalBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.MetalLow Wall.MetalBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.MetalHalf Wall.MetalBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.MetalWindow.MetalBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.MetalDoorway.MetalBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.MetalWall.MetalBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.MetalFloor Frame.MetalBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.MetalTriangle Floor Frame.MetalBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.MetalFoundation.MetalBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.MetalTriangle Foundation.MetalBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.MetalU-Shaped Stairs.MetalBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.MetalL-Shaped Stairs.MetalBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.MetalFoundation Steps.MetalBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.MetalFloor.MetalBreak	SoundId=rbxassetid://9116536883
